eventtype,event_name,control,prpf38,prpf8,prpf8_diff,prpf38_diff,symbol
MXE,3:42850964:42851024:+@3:42861123:42861203:+@3:42880586:42880771:+@3:42929030:42929193:+,0.72,0.822,0.666,same,higher,ACKR2
MXE,3:42850964:42851024:+@3:42861123:42861203:+@3:42880586:42880771:+@3:42929030:42929193:+,0.72,0.822,0.666,same,higher,CYP8B1
MXE,3:42850964:42851024:+@3:42861123:42861203:+@3:42880586:42880771:+@3:42929030:42929193:+,0.72,0.822,0.666,same,higher,KRBOX1
MXE,3:42850964:42851024:+@3:42861123:42861203:+@3:42880586:42880771:+@3:42929030:42929193:+,0.72,0.822,0.666,same,higher,RP11-141M3.5
MXE,3:42850964:42851024:+@3:42861123:42861203:+@3:42880586:42880771:+@3:42929030:42929193:+,0.72,0.822,0.666,same,higher,RP11-70C1.3
MXE,3:42850964:42851024:+@3:42861123:42861203:+@3:42905958:42906351:+@3:42929030:42929193:+,0.458,0.402,0.422,same,same,ACKR2
MXE,3:42850964:42851024:+@3:42861123:42861203:+@3:42905958:42906351:+@3:42929030:42929193:+,0.458,0.402,0.422,same,same,CYP8B1
MXE,3:42850964:42851024:+@3:42861123:42861203:+@3:42905958:42906351:+@3:42929030:42929193:+,0.458,0.402,0.422,same,same,KRBOX1
MXE,3:42850964:42851024:+@3:42861123:42861203:+@3:42905958:42906351:+@3:42929030:42929193:+,0.458,0.402,0.422,same,same,RP11-141M3.5
MXE,3:42850964:42851024:+@3:42861123:42861203:+@3:42905958:42906351:+@3:42929030:42929193:+,0.458,0.402,0.422,same,same,RP11-70C1.3
MXE,3:42850964:42851024:+@3:42880586:42880771:+@3:42905958:42906351:+@3:42929030:42929193:+,0.272,0.154,0.294,same,lower,ACKR2
MXE,3:42850964:42851024:+@3:42880586:42880771:+@3:42905958:42906351:+@3:42929030:42929193:+,0.272,0.154,0.294,same,lower,CYP8B1
MXE,3:42850964:42851024:+@3:42880586:42880771:+@3:42905958:42906351:+@3:42929030:42929193:+,0.272,0.154,0.294,same,lower,KRBOX1
MXE,3:42850964:42851024:+@3:42880586:42880771:+@3:42905958:42906351:+@3:42929030:42929193:+,0.272,0.154,0.294,same,lower,RP11-141M3.5
MXE,3:42850964:42851024:+@3:42880586:42880771:+@3:42905958:42906351:+@3:42929030:42929193:+,0.272,0.154,0.294,same,lower,RP11-70C1.3
MXE,3:42861123:42861203:+@3:42880586:42880771:+@3:42905958:42906351:+@3:42929030:42929193:+,0.266,0.154,0.252,same,lower,ACKR2
MXE,3:42861123:42861203:+@3:42880586:42880771:+@3:42905958:42906351:+@3:42929030:42929193:+,0.266,0.154,0.252,same,lower,CYP8B1
MXE,3:42861123:42861203:+@3:42880586:42880771:+@3:42905958:42906351:+@3:42929030:42929193:+,0.266,0.154,0.252,same,lower,KRBOX1
MXE,3:42861123:42861203:+@3:42880586:42880771:+@3:42905958:42906351:+@3:42929030:42929193:+,0.266,0.154,0.252,same,lower,RP11-141M3.5
MXE,3:42861123:42861203:+@3:42880586:42880771:+@3:42905958:42906351:+@3:42929030:42929193:+,0.266,0.154,0.252,same,lower,RP11-70C1.3
MXE,3:43591212:43591340:-@3:43474103:43474219:-@3:43414220:43414339:-@3:43407340:43408466:-,0.994,0.99,0.982,same,same,ANO10
MXE,3:43591212:43591340:-@3:43474103:43474219:-@3:43414220:43414339:-@3:43407340:43408466:-,0.994,0.99,0.982,same,same,RP11-353H3.1
MXE,3:43591212:43591340:-@3:43474103:43474219:-@3:43414220:43414339:-@3:43407340:43408466:-,0.994,0.99,0.982,same,same,SNRK
MXE,3:43591212:43591340:-@3:43474103:43474219:-@3:43414220:43414339:-@3:43407340:43408466:-,0.994,0.99,0.982,same,same,Y_RNA
MXE,3:45954612:45954669:-@3:45896478:45896566:-@3:45879419:45879543:-@3:45877082:45877276:-,0.032,0.028,0.034,same,same,CCR9
MXE,3:45954612:45954669:-@3:45896478:45896566:-@3:45879419:45879543:-@3:45877082:45877276:-,0.032,0.028,0.034,same,same,LZTFL1
MXE,3:45954612:45954669:-@3:45896478:45896566:-@3:45879419:45879543:-@3:45877082:45877276:-,0.032,0.028,0.034,same,same,RP11-852E15.1
MXE,3:45954612:45954669:-@3:45896478:45896566:-@3:45879419:45879543:-@3:45877082:45877276:-,0.032,0.028,0.034,same,same,Y_RNA
MXE,3:46283872:46284029:+@3:46303756:46303834:+@3:46305878:46305937:+@3:46306639:46308197:+,0.506,0.494,0.378,lower,same,CCR3
MXE,3:46283872:46284029:+@3:46303756:46303834:+@3:46305878:46305946:+@3:46306639:46308197:+,0.512,0.508,0.468,same,same,CCR3
MXE,3:47047823:47047939:+@3:47048731:47048840:+@3:47049015:47049187:+@3:47049306:47049400:+,0.358,0.378,0.366,same,same,NBEAL2
MXE,3:47316815:47316980:-@3:47315042:47315148:-@3:47312727:47312951:-@3:47308670:47308753:-,0.964,0.986,0.988,same,same,KIF9
MXE,3:47422501:47422670:+@3:47437633:47437707:+@3:47446142:47446269:+@3:47446495:47446571:+,0.528,0.486,0.486,same,same,PTPN23
MXE,3:48541452:48541573:-@3:48540528:48540626:-@3:48539754:48539885:-@3:48538570:48538726:-,0.92,0.836,0.666,lower,same,SHISA5
MXE,3:48573689:48573896:-@3:48572945:48573091:-@3:48562998:48563102:-@3:48561134:48561263:-,0.528,0.462,0.65,higher,same,PFKFB4
MXE,3:48732523:48732854:-@3:48732127:48732257:-@3:48731892:48731958:-@3:48730881:48731673:-,0.496,0.456,0.224,lower,same,IP6K2
MXE,3:48732523:48732854:-@3:48732135:48732257:-@3:48731892:48731958:-@3:48730881:48731673:-,0.41,0.394,0.208,lower,same,IP6K2
MXE,3:48754590:48754647:-@3:48748800:48748892:-@3:48745553:48745670:-@3:48732523:48732851:-,0.922,0.958,0.968,same,same,IP6K2
MXE,3:48754590:48754647:-@3:48748800:48748892:-@3:48745553:48745670:-@3:48732523:48732854:-,0.92,0.914,0.95,same,same,IP6K2
MXE,3:48754590:48754647:-@3:48752748:48752960:-@3:48745553:48745670:-@3:48732523:48732851:-,0.064,0.066,0.088,same,same,IP6K2
MXE,3:48754590:48754647:-@3:48752748:48752960:-@3:48745553:48745670:-@3:48732523:48732854:-,0.06,0.064,0.076,same,same,IP6K2
MXE,3:48754590:48754647:-@3:48752748:48752960:-@3:48748800:48748892:-@3:48732523:48732851:-,0.048,0.048,0.064,same,same,IP6K2
MXE,3:48754590:48754647:-@3:48752748:48752960:-@3:48748800:48748892:-@3:48732523:48732854:-,0.048,0.05,0.056,same,same,IP6K2
MXE,3:48754590:48754647:-@3:48752822:48752960:-@3:48745553:48745670:-@3:48732523:48732851:-,0.218,0.258,0.198,same,same,IP6K2
MXE,3:48754590:48754647:-@3:48752822:48752960:-@3:48745553:48745670:-@3:48732523:48732854:-,0.228,0.198,0.186,same,same,IP6K2
MXE,3:48754590:48754647:-@3:48752822:48752960:-@3:48748800:48748892:-@3:48732523:48732851:-,0.1,0.11,0.074,same,same,IP6K2
MXE,3:48754590:48754647:-@3:48752822:48752960:-@3:48748800:48748892:-@3:48732523:48732854:-,0.104,0.094,0.08,same,same,IP6K2
MXE,3:48802437:48802511:-@3:48793812:48793877:-@3:48789609:48789750:-@3:48789018:48789151:-,0.54,0.676,0.744,higher,higher,PRKAR2A
MXE,3:48956254:48956431:+@3:48958913:48959009:+@3:48959782:48959901:+@3:48960181:48960244:+,0.662,0.794,0.714,same,higher,ARIH2
MXE,3:48956254:48956431:+@3:48958913:48959009:+@3:48959782:48959901:+@3:48960181:48960244:+,0.662,0.794,0.714,same,higher,ARIH2OS
MXE,3:48956254:48956431:+@3:48960181:48960244:+@3:48962151:48962272:+@3:48964895:48965246:+,0.6,0.796,0.824,higher,higher,ARIH2
MXE,3:48956254:48956431:+@3:48960181:48960244:+@3:48962151:48962272:+@3:48964895:48965246:+,0.6,0.796,0.824,higher,higher,ARIH2OS
MXE,3:48956254:48956431:+@3:48960181:48960244:+@3:48962151:48962272:+@3:48982569:48982614:+,0.632,0.82,0.832,higher,higher,ARIH2
MXE,3:48956254:48956431:+@3:48960181:48960244:+@3:48962151:48962272:+@3:48982569:48982614:+,0.632,0.82,0.832,higher,higher,ARIH2OS
MXE,3:48956254:48956431:+@3:48960181:48960244:+@3:48962151:48962272:+@3:48999045:48999112:+,0.618,0.816,0.83,higher,higher,ARIH2
MXE,3:48956254:48956431:+@3:48960181:48960244:+@3:48962151:48962272:+@3:48999045:48999112:+,0.618,0.816,0.83,higher,higher,ARIH2OS
MXE,3:48956254:48956431:+@3:48960181:48960244:+@3:48962151:48962404:+@3:48964895:48965246:+,0.83,0.916,0.928,same,same,ARIH2
MXE,3:48956254:48956431:+@3:48960181:48960244:+@3:48962151:48962404:+@3:48964895:48965246:+,0.83,0.916,0.928,same,same,ARIH2OS
MXE,3:48956254:48956431:+@3:48960181:48960244:+@3:48964895:48965246:+@3:48982569:48982614:+,0.218,0.244,0.266,same,same,ARIH2
MXE,3:48956254:48956431:+@3:48960181:48960244:+@3:48964895:48965246:+@3:48982569:48982614:+,0.218,0.244,0.266,same,same,ARIH2OS
MXE,3:48956254:48956431:+@3:48960181:48960244:+@3:48964895:48965246:+@3:48999045:48999112:+,0.186,0.212,0.236,same,same,ARIH2
MXE,3:48956254:48956431:+@3:48960181:48960244:+@3:48964895:48965246:+@3:48999045:48999112:+,0.186,0.212,0.236,same,same,ARIH2OS
MXE,3:48956254:48956431:+@3:48960181:48960244:+@3:48982569:48982614:+@3:48999045:48999112:+,0.808,0.908,0.924,higher,same,ARIH2
MXE,3:48956254:48956431:+@3:48960181:48960244:+@3:48982569:48982614:+@3:48999045:48999112:+,0.808,0.908,0.924,higher,same,ARIH2OS
MXE,3:48956254:48956431:+@3:48960181:48960244:+@3:48999045:48999112:+@3:49002352:49002415:+,0.448,0.4,0.432,same,same,ARIH2
MXE,3:48956254:48956431:+@3:48960181:48960244:+@3:48999045:48999112:+@3:49002352:49002415:+,0.448,0.4,0.432,same,same,ARIH2OS
MXE,3:48956254:48956431:+@3:48962151:48962272:+@3:48964895:48965246:+@3:48982569:48982614:+,0.152,0.078,0.082,same,same,ARIH2
MXE,3:48956254:48956431:+@3:48962151:48962272:+@3:48964895:48965246:+@3:48982569:48982614:+,0.152,0.078,0.082,same,same,ARIH2OS
MXE,3:48956254:48956431:+@3:48962151:48962272:+@3:48964895:48965246:+@3:48999045:48999112:+,0.138,0.068,0.07,same,same,ARIH2
MXE,3:48956254:48956431:+@3:48962151:48962272:+@3:48964895:48965246:+@3:48999045:48999112:+,0.138,0.068,0.07,same,same,ARIH2OS
MXE,3:48956254:48956431:+@3:48962151:48962272:+@3:48982569:48982614:+@3:48999045:48999112:+,0.692,0.506,0.54,lower,lower,ARIH2
MXE,3:48956254:48956431:+@3:48962151:48962272:+@3:48982569:48982614:+@3:48999045:48999112:+,0.692,0.506,0.54,lower,lower,ARIH2OS
MXE,3:48956254:48956431:+@3:48964895:48965246:+@3:48982569:48982614:+@3:48986499:48986529:+,0.988,0.99,0.986,same,same,ARIH2
MXE,3:48956254:48956431:+@3:48964895:48965246:+@3:48982569:48982614:+@3:48986499:48986529:+,0.988,0.99,0.986,same,same,ARIH2OS
MXE,3:48956254:48956431:+@3:48964895:48965246:+@3:48982569:48982614:+@3:48999045:48999112:+,0.95,0.974,0.978,same,same,ARIH2
MXE,3:48956254:48956431:+@3:48964895:48965246:+@3:48982569:48982614:+@3:48999045:48999112:+,0.95,0.974,0.978,same,same,ARIH2OS
MXE,3:48960181:48960244:+@3:48962151:48962272:+@3:48964895:48965246:+@3:48982569:48982614:+,0.256,0.132,0.148,lower,lower,ARIH2
MXE,3:48960181:48960244:+@3:48962151:48962272:+@3:48964895:48965246:+@3:48999045:48999112:+,0.228,0.108,0.128,same,lower,ARIH2
MXE,3:48960181:48960244:+@3:48962151:48962272:+@3:48982415:48982614:+@3:48999045:48999112:+,0.918,0.896,0.908,same,same,ARIH2
MXE,3:48960181:48960244:+@3:48962151:48962272:+@3:48982569:48982614:+@3:48999045:48999112:+,0.8,0.792,0.838,same,same,ARIH2
MXE,3:48960181:48960244:+@3:48964895:48965246:+@3:48982415:48982614:+@3:48986499:48986529:+,1,0.998,0.994,same,same,ARIH2
MXE,3:48960181:48960244:+@3:48964895:48965246:+@3:48982415:48982614:+@3:48999045:48999112:+,0.974,0.988,0.988,same,same,ARIH2
MXE,3:48960181:48960244:+@3:48964895:48965246:+@3:48982569:48982614:+@3:48986499:48986529:+,0.974,0.988,0.978,same,same,ARIH2
MXE,3:48960181:48960244:+@3:48964895:48965246:+@3:48982569:48982614:+@3:48999045:48999112:+,0.928,0.966,0.974,same,same,ARIH2
MXE,3:48962151:48962272:+@3:48964895:48965246:+@3:48982569:48982614:+@3:48986499:48986529:+,0.986,0.994,0.988,same,same,ARIH2
MXE,3:48962151:48962272:+@3:48964895:48965246:+@3:48982569:48982614:+@3:48999045:48999112:+,0.95,0.976,0.978,same,same,ARIH2
MXE,3:48964895:48965246:+@3:48982569:48982614:+@3:48986499:48986529:+@3:48999045:48999112:+,0.6,0.39,0.3,lower,lower,ARIH2
MXE,3:49044826:49044964:+@3:49046342:49046457:+@3:49048854:49048949:+@3:49049068:49051549:+,0.058,0.04,0.038,same,same,WDR6
MXE,3:49044826:49044964:+@3:49046342:49046457:+@3:49049068:49049174:+@3:49049455:49050347:+,0.016,0.006,0.014,same,same,WDR6
MXE,3:49044826:49044964:+@3:49046360:49046457:+@3:49048854:49048949:+@3:49049068:49051549:+,0.12,0.118,0.082,same,same,WDR6
MXE,3:49044826:49044964:+@3:49046360:49046457:+@3:49049068:49049174:+@3:49049455:49050347:+,0.018,0.01,0.016,same,same,WDR6
MXE,3:49045041:49045092:+@3:49046360:49046457:+@3:49048854:49048949:+@3:49049068:49051549:+,0.254,0.25,0.176,same,same,WDR6
MXE,3:49045041:49045092:+@3:49046360:49046457:+@3:49049068:49049174:+@3:49049455:49050347:+,0.032,0.024,0.032,same,same,WDR6
MXE,3:49507565:49507866:+@3:49514282:49514333:+@3:49524687:49524848:+@3:49547852:49548252:+,0.93,0.984,0.974,same,same,DAG1
MXE,3:49507565:49507866:+@3:49514282:49514333:+@3:49526059:49526178:+@3:49547852:49548252:+,0.922,0.962,0.944,same,same,DAG1
MXE,3:49507565:49507866:+@3:49514282:49514333:+@3:49530256:49530406:+@3:49547852:49548252:+,0.97,0.968,0.968,same,same,DAG1
MXE,3:49507565:49507866:+@3:49514282:49514333:+@3:49530260:49530406:+@3:49547852:49548252:+,0.974,0.968,0.962,same,same,DAG1
MXE,3:49507565:49507866:+@3:49514282:49514338:+@3:49524687:49524848:+@3:49547852:49548252:+,0.93,0.984,0.974,same,same,DAG1
MXE,3:49507565:49507866:+@3:49514282:49514338:+@3:49526059:49526178:+@3:49547852:49548252:+,0.916,0.962,0.938,same,same,DAG1
MXE,3:49507565:49507866:+@3:49514282:49514338:+@3:49530256:49530406:+@3:49547852:49548252:+,0.97,0.968,0.966,same,same,DAG1
MXE,3:49507565:49507866:+@3:49514282:49514338:+@3:49530260:49530406:+@3:49547852:49548252:+,0.972,0.97,0.962,same,same,DAG1
MXE,3:49507565:49507866:+@3:49524687:49524848:+@3:49526059:49526178:+@3:49547852:49548252:+,0.194,0.05,0.076,lower,lower,DAG1
MXE,3:49507565:49507866:+@3:49524687:49524848:+@3:49530256:49530406:+@3:49547852:49548252:+,0.526,0.15,0.228,lower,lower,DAG1
MXE,3:49507565:49507866:+@3:49524687:49524848:+@3:49530260:49530406:+@3:49547852:49548252:+,0.462,0.128,0.186,lower,lower,DAG1
MXE,3:49507565:49507866:+@3:49526059:49526178:+@3:49530256:49530406:+@3:49547852:49548252:+,0.904,0.882,0.886,same,same,DAG1
MXE,3:49507565:49507866:+@3:49526059:49526178:+@3:49530260:49530406:+@3:49547852:49548252:+,0.904,0.874,0.868,same,same,DAG1
MXE,3:49713324:49713399:+@3:49713489:49713652:+@3:49713811:49713948:+@3:49714042:49714133:+,0.518,0.494,0.522,same,same,APEH
MXE,3:49933148:49933313:-@3:49932880:49932981:-@3:49932600:49932829:-@3:49929191:49929271:-,0.514,0.586,0.416,same,same,MST1R
MXE,3:49967042:49967322:-@3:49961967:49962106:-@3:49953306:49953423:-@3:49950653:49950792:-,0.258,0.238,0.264,same,same,CTD-2330K9.3
MXE,3:49967042:49967322:-@3:49961967:49962106:-@3:49953306:49953423:-@3:49950653:49950792:-,0.258,0.238,0.264,same,same,MON1A
MXE,3:51705191:51705304:+@3:51706226:51706317:+@3:51706357:51706408:+@3:51708287:51708578:+,0.188,0.18,0.256,same,same,TEX264
MXE,3:52001342:52001450:-@3:51995957:51996104:-@3:51995765:51995910:-@3:51995176:51995320:-,0.926,0.838,0.732,lower,same,PCBP4
MXE,3:52001342:52001450:-@3:51995957:51996104:-@3:51995765:51995910:-@3:51995176:51995320:-,0.926,0.838,0.732,lower,same,RP11-155D18.12
MXE,3:52001342:52001450:-@3:51995957:51996104:-@3:51995765:51995910:-@3:51995176:51995320:-,0.926,0.838,0.732,lower,same,RP11-155D18.14
MXE,3:52001342:52001450:-@3:51996826:51996908:-@3:51995765:51995910:-@3:51995176:51995320:-,0.91,0.9,0.766,lower,same,PCBP4
MXE,3:52001342:52001450:-@3:51996826:51996908:-@3:51995765:51995910:-@3:51995176:51995320:-,0.91,0.9,0.766,lower,same,RP11-155D18.12
MXE,3:52001342:52001450:-@3:51996826:51996908:-@3:51995765:51995910:-@3:51995176:51995320:-,0.91,0.9,0.766,lower,same,RP11-155D18.14
MXE,3:52001342:52001450:-@3:51996826:51996908:-@3:51995765:51996104:-@3:51995176:51995320:-,0.722,0.834,0.696,same,higher,PCBP4
MXE,3:52001342:52001450:-@3:51996826:51996908:-@3:51995765:51996104:-@3:51995176:51995320:-,0.722,0.834,0.696,same,higher,RP11-155D18.12
MXE,3:52001342:52001450:-@3:51996826:51996908:-@3:51995765:51996104:-@3:51995176:51995320:-,0.722,0.834,0.696,same,higher,RP11-155D18.14
MXE,3:52001342:52001450:-@3:51996826:51996908:-@3:51995957:51996104:-@3:51995176:51995320:-,0.322,0.522,0.482,higher,higher,PCBP4
MXE,3:52001342:52001450:-@3:51996826:51996908:-@3:51995957:51996104:-@3:51995176:51995320:-,0.322,0.522,0.482,higher,higher,RP11-155D18.12
MXE,3:52001342:52001450:-@3:51996826:51996908:-@3:51995957:51996104:-@3:51995176:51995320:-,0.322,0.522,0.482,higher,higher,RP11-155D18.14
MXE,3:52012275:52012390:+@3:52018063:52018174:+@3:52019223:52019287:+@3:52019377:52019481:+,0.452,0.466,0.508,same,same,ABHD14A
MXE,3:52012275:52012390:+@3:52018063:52018174:+@3:52019223:52019287:+@3:52019377:52019481:+,0.452,0.466,0.508,same,same,ABHD14A-ACY1
MXE,3:52012275:52012390:+@3:52018063:52018174:+@3:52019223:52019287:+@3:52019377:52019481:+,0.452,0.466,0.508,same,same,ABHD14B
MXE,3:52012275:52012390:+@3:52018063:52018174:+@3:52019223:52019287:+@3:52019377:52019481:+,0.452,0.466,0.508,same,same,ACY1
MXE,3:52020621:52020677:+@3:52021004:52021077:+@3:52021325:52021469:+@3:52021572:52021640:+,0.374,0.364,0.45,same,same,ABHD14A-ACY1
MXE,3:52020621:52020677:+@3:52021004:52021077:+@3:52021325:52021469:+@3:52021572:52021640:+,0.374,0.364,0.45,same,same,ACY1
MXE,3:52595783:52595984:-@3:52592265:52592429:-@3:52588740:52588895:-@3:52584763:52584833:-,0.282,0.168,0.17,lower,lower,PBRM1
MXE,3:52595783:52595984:-@3:52592265:52592429:-@3:52588740:52588895:-@3:52584763:52584833:-,0.282,0.168,0.17,lower,lower,RNU6-856P
MXE,3:52595783:52595984:-@3:52592265:52592429:-@3:52588740:52588895:-@3:52584763:52584833:-,0.282,0.168,0.17,lower,lower,RNU6ATAC16P
MXE,3:52595783:52595984:-@3:52592265:52592429:-@3:52588740:52588895:-@3:52584763:52584833:-,0.282,0.168,0.17,lower,lower,SMIM4
MXE,3:52739463:52740048:-@3:52738740:52738964:-@3:52737103:52737271:-@3:52734461:52734512:-,0.982,0.978,0.952,same,same,GLT8D1
MXE,3:52739463:52740048:-@3:52738740:52738964:-@3:52737103:52737271:-@3:52734461:52734512:-,0.982,0.978,0.952,same,same,SPCS1
MXE,3:52739463:52740048:-@3:52738740:52738968:-@3:52737103:52737271:-@3:52734461:52734512:-,0.984,0.978,0.96,same,same,GLT8D1
MXE,3:52739463:52740048:-@3:52738740:52738968:-@3:52737103:52737271:-@3:52734461:52734512:-,0.984,0.978,0.96,same,same,SPCS1
MXE,3:52739719:52739856:-@3:52738740:52738968:-@3:52735225:52735359:-@3:52734461:52734512:-,0.974,0.968,0.944,same,same,GLT8D1
MXE,3:52739719:52739856:-@3:52738740:52738968:-@3:52735225:52735359:-@3:52734461:52734512:-,0.974,0.968,0.944,same,same,SPCS1
MXE,3:53080476:53080766:-@3:53077152:53077270:-@3:53053046:53053138:-@3:53052102:53052244:-,0.54,0.652,0.644,higher,higher,RP11-894J14.5
MXE,3:53080476:53080766:-@3:53077152:53077270:-@3:53053046:53053138:-@3:53052102:53052244:-,0.54,0.652,0.644,higher,higher,SFMBT1
MXE,3:53111704:53111844:-@3:53077152:53077270:-@3:53053046:53053138:-@3:53052102:53052244:-,0.584,0.676,0.662,same,same,AC096887.1
MXE,3:53111704:53111844:-@3:53077152:53077270:-@3:53053046:53053138:-@3:53052102:53052244:-,0.584,0.676,0.662,same,same,RP11-894J14.5
MXE,3:53111704:53111844:-@3:53077152:53077270:-@3:53053046:53053138:-@3:53052102:53052244:-,0.584,0.676,0.662,same,same,SERBP1P3
MXE,3:53111704:53111844:-@3:53077152:53077270:-@3:53053046:53053138:-@3:53052102:53052244:-,0.584,0.676,0.662,same,same,SFMBT1
MXE,3:53133397:53133469:-@3:53119766:53119868:-@3:53111995:53112227:-@3:53111704:53111844:-,0.854,0.872,0.796,same,same,RFT1
MXE,3:53133397:53133469:-@3:53119766:53119868:-@3:53111995:53112227:-@3:53111704:53111844:-,0.854,0.872,0.796,same,same,RP11-894J14.5
MXE,3:53133397:53133469:-@3:53126385:53126634:-@3:53111995:53112227:-@3:53111704:53111844:-,0.994,0.992,0.988,same,same,RFT1
MXE,3:53133397:53133469:-@3:53126385:53126634:-@3:53111995:53112227:-@3:53111704:53111844:-,0.994,0.992,0.988,same,same,RP11-894J14.5
MXE,3:53133397:53133469:-@3:53126385:53126634:-@3:53119766:53119868:-@3:53111704:53111844:-,0.964,0.958,0.94,same,same,RFT1
MXE,3:53133397:53133469:-@3:53126385:53126634:-@3:53119766:53119868:-@3:53111704:53111844:-,0.964,0.958,0.94,same,same,RP11-894J14.5
MXE,3:53195136:53195444:+@3:53199120:53199231:+@3:53207543:53207624:+@3:53212420:53212553:+,0.902,0.924,0.904,same,same,PRKCD
MXE,3:53700366:53700562:+@3:53707050:53707153:+@3:53707740:53707843:+@3:53736668:53736837:+,0.35,0.275,0.475,higher,same,CACNA1D
MXE,3:56593597:56593622:+@3:56594890:56595040:+@3:56595285:56595406:+@3:56597712:56598153:+,0.678,0.822,0.762,same,higher,CCDC66
MXE,3:56600978:56601081:+@3:56605209:56605330:+@3:56626998:56627129:+@3:56627519:56627769:+,0.572,0.49,0.446,lower,same,CCDC66
MXE,3:57582801:57583135:-@3:57570111:57570191:-@3:57569625:57569734:-@3:57563043:57563114:-,0.476,0.476,0.47,same,same,ARF4
MXE,3:57850275:57850443:+@3:57850534:57850584:+@3:57850969:57851019:+@3:57857363:57857425:+,0.724,0.704,0.624,same,same,SLMAP
MXE,3:57850275:57850443:+@3:57850969:57851019:+@3:57857363:57857425:+@3:57875768:57875827:+,0.136,0.21,0.274,higher,same,SLMAP
MXE,3:57850534:57850584:+@3:57850969:57851019:+@3:57857363:57857425:+@3:57875768:57875827:+,0.324,0.284,0.282,same,same,SLMAP
MXE,3:57902633:57902804:+@3:57908616:57908750:+@3:57911572:57911661:+@3:57913023:57914895:+,0.896,0.968,0.96,same,same,SLMAP
MXE,3:58398628:58398690:+@3:58406263:58406295:+@3:58409188:58409221:+@3:58410479:58410878:+,0.63,0.578,0.474,lower,same,PXK
MXE,3:62303483:62303575:-@3:62302781:62302867:-@3:62280375:62280453:-@3:62247498:62249817:-,0.862,0.902,0.896,same,same,PTPRG
MXE,3:62303483:62303575:-@3:62302781:62302867:-@3:62280375:62280453:-@3:62247498:62249817:-,0.862,0.902,0.896,same,same,PTPRG-AS1
MXE,3:62303483:62303575:-@3:62302781:62302905:-@3:62280375:62280453:-@3:62247498:62249817:-,0.592,0.702,0.638,same,higher,PTPRG
MXE,3:62303483:62303575:-@3:62302781:62302905:-@3:62280375:62280453:-@3:62247498:62249817:-,0.592,0.702,0.638,same,higher,PTPRG-AS1
MXE,3:69063135:69063211:+@3:69063289:69063352:+@3:69084126:69084301:+@3:69097339:69097715:+,0.478,0.504,0.528,same,same,CTD-2013N24.2
MXE,3:69063135:69063211:+@3:69063289:69063352:+@3:69084126:69084301:+@3:69097339:69097715:+,0.478,0.504,0.528,same,same,TMF1
MXE,3:69063315:69063352:+@3:69079016:69079145:+@3:69084126:69084301:+@3:69097339:69097715:+,0.736,0.714,0.724,same,same,CTD-2013N24.2
MXE,3:69063315:69063352:+@3:69079016:69079145:+@3:69084126:69084301:+@3:69097339:69097715:+,0.736,0.714,0.724,same,same,TMF1
MXE,3:69134095:69134374:+@3:69138963:69139111:+@3:69149123:69149220:+@3:69150990:69151207:+,0.016,0.016,0.016,same,same,ARL6IP5
MXE,3:75834535:75834670:-@3:75834066:75834153:-@3:75832457:75832515:-@3:75790761:75790887:-,0.204,0.256,0.134,same,same,ZNF717
MXE,3:8543511:8543666:+@3:8574423:8574511:+@3:8578871:8579126:+@3:8590254:8590589:+,0.326,0.382,0.388,same,same,LMCD1
MXE,3:8543511:8543666:+@3:8574423:8574511:+@3:8578871:8579126:+@3:8590254:8590589:+,0.326,0.382,0.388,same,same,LMCD1-AS1
MXE,3:9005019:9005186:-@3:9000604:9000685:-@3:8990193:8990254:-@3:8988904:8988974:-,0.452,0.454,0.408,same,same,RAD18
MXE,3:9079747:9079774:-@3:9074334:9074436:-@3:9069784:9069814:-@3:9068619:9068679:-,0.86,0.866,0.75,lower,same,SRGAP3
MXE,3:93698986:93699326:+@3:93714718:93714788:+@3:93722503:93722752:+@3:93754175:93754280:+,0.31,0.402,0.362,same,same,ARL13B
MXE,3:93698986:93699326:+@3:93714718:93714788:+@3:93722503:93722752:+@3:93754175:93754280:+,0.31,0.402,0.362,same,same,HMGN1P7
MXE,3:93698986:93699326:+@3:93714718:93714788:+@3:93722503:93722752:+@3:93754175:93754280:+,0.31,0.402,0.362,same,same,STX19
MXE,3:93698986:93699326:+@3:93714718:93714788:+@3:93754175:93754280:+@3:93755396:93755598:+,0.306,0.388,0.372,same,same,ARL13B
MXE,3:93698986:93699326:+@3:93714718:93714788:+@3:93754175:93754280:+@3:93755396:93755598:+,0.306,0.388,0.372,same,same,HMGN1P7
MXE,3:93698986:93699326:+@3:93714718:93714788:+@3:93754175:93754280:+@3:93755396:93755598:+,0.306,0.388,0.372,same,same,STX19
MXE,3:93698986:93699326:+@3:93714718:93714788:+@3:93754175:93754285:+@3:93755396:93755598:+,0.626,0.658,0.604,same,same,ARL13B
MXE,3:93698986:93699326:+@3:93714718:93714788:+@3:93754175:93754285:+@3:93755396:93755598:+,0.626,0.658,0.604,same,same,HMGN1P7
MXE,3:93698986:93699326:+@3:93714718:93714788:+@3:93754175:93754285:+@3:93755396:93755598:+,0.626,0.658,0.604,same,same,STX19
MXE,3:93698986:93699326:+@3:93714722:93714788:+@3:93722503:93722752:+@3:93754175:93754280:+,0.096,0.102,0.13,same,same,ARL13B
