eventtype,event_name,control,prpf38,prpf8,prpf8_diff,prpf38_diff,symbol
RI,6:31656082-31656026:-@6:31655880-31655818:-,0.04,0.038,0.034,same,same,XXbac-BPG32J3.20
RI,6:31656896-31656792:-@6:31656563-31656500:-,0.018,0.026,0.024,same,same,ABHD16A
RI,6:31656896-31656792:-@6:31656563-31656500:-,0.018,0.026,0.024,same,same,XXbac-BPG32J3.20
RI,6:31696522-31696423:-@6:31696069-31695950:-,0.078,0.09,0.104,same,same,DDAH2
RI,6:31730197-31730347:+@6:31730567-31730945:+,0.926,0.908,0.7575,lower,same,MSH5
RI,6:31730197-31730347:+@6:31730567-31730945:+,0.926,0.908,0.7575,lower,same,MSH5-SAPCD1
RI,6:31730197-31730347:+@6:31730567-31730945:+,0.926,0.908,0.7575,lower,same,SAPCD1
RI,6:31732043-31732132:+@6:31732213-31732628:+,0.626,0.784,0.816,higher,higher,MSH5
RI,6:31732043-31732132:+@6:31732213-31732628:+,0.626,0.784,0.816,higher,higher,MSH5-SAPCD1
RI,6:31732043-31732132:+@6:31732213-31732628:+,0.626,0.784,0.816,higher,higher,SAPCD1
RI,6:31732043-31732132:+@6:31732213-31732628:+,0.626,0.784,0.816,higher,higher,SAPCD1-AS1
RI,6:31734541-31734240:-@6:31734161-31734022:-,0.178,0.454,0.6125,higher,higher,VWA7
RI,6:31749729-31749624:-@6:31749538-31749468:-,0.02,0.028,0.114,same,same,VARS
RI,6:31750622-31750498:-@6:31750410-31750307:-,0.044,0.042,0.176,higher,same,VARS
RI,6:31852576-31852422:-@6:31852336-31852169:-,0.046,0.042,0.104,same,same,EHMT2
RI,6:31915722-31915858:+@6:31916151-31916289:+,0.046,0.076,0.118,same,same,CFB
RI,6:31918063-31918180:+@6:31918396-31918549:+,0.096,0.332,0.234,higher,higher,CFB
RI,6:31919332-31919381:+@6:31919652-31919861:+,0.072,0.092,0.206,higher,same,CFB
RI,6:31921911-31921857:-@6:31921608-31921506:-,0.044,0.072,0.134,same,same,NELFE
RI,6:31922873-31922836:-@6:31922579-31922332:-,0.436,0.406,0.398,same,same,NELFE
RI,6:31922873-31922836:-@6:31922654-31922332:-,0.07,0.062,0.064,same,same,NELFE
RI,6:31922873-31922836:-@6:31922669-31922332:-,0.012,0.014,0.014,same,same,NELFE
RI,6:31924787-31924718:-@6:31924615-31924470:-,0.01,0.01,0.018,same,same,MIR1236
RI,6:31924787-31924718:-@6:31924615-31924470:-,0.01,0.01,0.018,same,same,NELFE
RI,6:31928818-31928871:+@6:31929324-31929452:+,0.406,0.466,0.528,higher,same,SKIV2L
RI,6:31930491-31930575:+@6:31930762-31930868:+,0.026,0.022,0.078,same,same,SKIV2L
RI,6:31936400-31936573:+@6:31936648-31936866:+,0.042,0.054,0.052,same,same,SKIV2L
RI,6:31937057-31937197:+@6:31937292-31937528:+,0.25,0.11,0.178,same,lower,SKIV2L
RI,6:31938602-31938370:-@6:31938155-31938120:-,0.668,0.716,0.68,same,same,DXO
RI,6:31938602-31938383:-@6:31938255-31938120:-,0.106,0.128,0.268,higher,same,DXO
RI,6:31938924-31938689:-@6:31938529-31938383:-,0.38,0.276,0.352,same,lower,DXO
RI,6:31938924-31938689:-@6:31938529-31938383:-,0.38,0.276,0.352,same,lower,STK19
RI,6:31938924-31938689:-@6:31938602-31938383:-,0.124,0.122,0.358,higher,same,DXO
RI,6:31938924-31938689:-@6:31938602-31938383:-,0.124,0.122,0.358,higher,same,STK19
RI,6:31947191-31947330:+@6:31948228-31948325:+,0.056,0.074,0.158,higher,same,STK19
RI,6:31969554-31969637:+@6:31969900-31970032:+,0.034,0.022,0.042,same,same,C4A
RI,6:31969554-31969637:+@6:31969900-31970032:+,0.034,0.022,0.042,same,same,C4A-AS1
RI,6:32002291-32002374:+@6:32002637-32002769:+,0.034,0.018,0.04,same,same,C4B
RI,6:32002291-32002374:+@6:32002637-32002769:+,0.034,0.018,0.04,same,same,C4B-AS1
RI,6:32152023-32151948:-@6:32151764-32151658:-,0.724,0.73,0.81,same,same,AGER
RI,6:32152023-32151948:-@6:32151764-32151658:-,0.724,0.73,0.81,same,same,RNF5
RI,6:32164198-32164101:-@6:32163927-32162620:-,0.353333333333333,0.346,0.28,same,same,GPSM3
RI,6:32164198-32164101:-@6:32163927-32162620:-,0.353333333333333,0.346,0.28,same,same,NOTCH4
RI,6:3273646-3273063:-@6:3272725-3272008:-,0.97,0.976,0.976,same,same,PSMG4
RI,6:3273646-3273063:-@6:3272725-3272008:-,0.97,0.976,0.976,same,same,SLC22A23
RI,6:32782378-32782097:-@6:32781610-32781500:-,0.1225,0.18,0.2525,higher,same,HLA-DOB
RI,6:32782378-32782097:-@6:32781610-32781500:-,0.1225,0.18,0.2525,higher,same,TAP2
RI,6:32810866-32810719:-@6:32810488-32810449:-,0.458,0.586,0.704,higher,higher,PSMB8
RI,6:32810866-32810719:-@6:32810560-32810449:-,0.052,0.116,0.162,higher,same,PSMB8
RI,6:32815452-32815290:-@6:32814981-32814845:-,0.018,0.02,0.024,same,same,PSMB9
RI,6:32815452-32815290:-@6:32814981-32814845:-,0.018,0.02,0.024,same,same,TAP1
RI,6:32823915-32823982:+@6:32825782-32825911:+,0.092,0.094,0.092,same,same,PSMB9
RI,6:32918580-32918296:-@6:32917564-32917388:-,0.298,0.352,0.388,same,same,HLA-DMA
RI,6:32918580-32918296:-@6:32917564-32917388:-,0.298,0.352,0.388,same,same,XXbac-BPG181M17.5
RI,6:32918580-32918296:-@6:32917666-32917388:-,0.054,0.072,0.104,same,same,HLA-DMA
RI,6:32918580-32918296:-@6:32917666-32917388:-,0.054,0.072,0.104,same,same,XXbac-BPG181M17.5
RI,6:32944339-32944713:+@6:32945037-32945347:+,0.23,0.222,0.192,same,same,BRD2
RI,6:32944339-32944713:+@6:32945219-32945347:+,0.154,0.13,0.11,same,same,BRD2
RI,6:33232677-33232559:-@6:33232274-33232151:-,0.062,0.056,0.058,same,same,VPS52
RI,6:33243742-33243843:+@6:33243953-33244044:+,0.034,0.044,0.04,same,same,RPS18
RI,6:33247387-33247274:-@6:33247151-33246885:-,0.122,0.102,0.172,same,same,B3GALT4
RI,6:33247387-33247274:-@6:33247151-33246885:-,0.122,0.102,0.172,same,same,WDR46
RI,6:33248764-33248451:-@6:33248299-33248205:-,0.054,0.056,0.06,same,same,B3GALT4
RI,6:33248764-33248451:-@6:33248299-33248205:-,0.054,0.056,0.06,same,same,WDR46
RI,6:33256247-33256135:-@6:33256012-33255925:-,0.04,0.034,0.068,same,same,WDR46
RI,6:33261476-33261381:-@6:33261301-33261190:-,0.118,0.152,0.234,higher,same,PFDN6
RI,6:33261476-33261381:-@6:33261301-33261190:-,0.118,0.152,0.234,higher,same,RGL2
RI,6:33261843-33261811:-@6:33261693-33261572:-,0.084,0.154,0.312,higher,same,PFDN6
RI,6:33261843-33261811:-@6:33261693-33261572:-,0.084,0.154,0.312,higher,same,RGL2
RI,6:33382502-33382606:+@6:33382732-33382921:+,0.1,0.122,0.208,higher,same,PHF1
RI,6:33382502-33382606:+@6:33382743-33382921:+,0.144,0.116,0.146,same,same,PHF1
RI,6:33384553-33384526:-@6:33384437-33384327:-,1,1,1,same,same,CUTA
RI,6:33385087-33385024:-@6:33384919-33384874:-,0.574,0.696,0.75,higher,higher,CUTA
RI,6:33385087-33385028:-@6:33384919-33384874:-,0.01,0.014,0.02,same,same,CUTA
RI,6:33747956-33747877:-@6:33746164-33746019:-,0.004,0.01,0.006,same,same,LEMD2
RI,6:34204650-34204740:+@6:34204981-34205094:+,0.038,0.058,0.066,same,same,HMGA1
RI,6:35253905-35253985:+@6:35254099-35254176:+,0.054,0.06,0.16,higher,same,ZNF76
RI,6:35258418-35258493:+@6:35259055-35259180:+,0.01,0.008,0.012,same,same,ZNF76
RI,6:35436197-35436216:+@6:35436576-35436650:+,0.01,0.02,0.03,same,same,RPL10A
RI,6:35436576-35436650:+@6:35436724-35436804:+,0.04,0.042,0.07,same,same,RPL10A
RI,6:35436724-35436804:+@6:35437158-35437306:+,0.03,0.038,0.048,same,same,RPL10A
RI,6:35436724-35437062:+@6:35437158-35437306:+,0.268,0.274,0.368,same,same,RPL10A
RI,6:36938470-36938423:-@6:36938249-36938182:-,0.01,0.01,0.01,same,same,MTCH1
RI,6:37623672-37623476:-@6:37622708-37622576:-,0.078,0.082,0.12,same,same,MDGA1
RI,6:4056555-4056669:+@6:4057270-4057421:+,0.018,0.02,0.012,same,same,FAM217A
RI,6:4056555-4056669:+@6:4057270-4057421:+,0.018,0.02,0.012,same,same,PRPF4B
RI,6:4060647-4060878:+@6:4061249-4061381:+,0.966,0.996,0.998,same,same,FAM217A
RI,6:4060647-4060878:+@6:4061249-4061381:+,0.966,0.996,0.998,same,same,PRPF4B
RI,6:4060647-4060920:+@6:4061249-4061381:+,0.842,0.946,0.97,higher,higher,FAM217A
RI,6:4060647-4060920:+@6:4061249-4061381:+,0.842,0.946,0.97,higher,higher,PRPF4B
RI,6:4061889-4061934:+@6:4062447-4062533:+,0.714,0.904,0.89,higher,higher,FAM217A
RI,6:4061889-4061934:+@6:4062447-4062533:+,0.714,0.904,0.89,higher,higher,PRPF4B
RI,6:4119509-4119420:-@6:4117685-4117542:-,0.004,0.006,0.01,same,same,C6orf201
RI,6:4119509-4119420:-@6:4117685-4117542:-,0.004,0.006,0.01,same,same,ECI2
RI,6:4126471-4126369:-@6:4125604-4125484:-,0.016,0.018,0.016,same,same,C6orf201
RI,6:4126471-4126369:-@6:4125604-4125484:-,0.016,0.018,0.016,same,same,ECI2
RI,6:41751200-41751343:+@6:41751472-41751976:+,0.75,0.66,0.62,lower,same,FRS3
RI,6:41751200-41751343:+@6:41751472-41751976:+,0.75,0.66,0.62,lower,same,PRICKLE4
RI,6:41751200-41751343:+@6:41751869-41751976:+,0.352,0.368,0.473333333333333,higher,same,FRS3
RI,6:41751200-41751343:+@6:41751869-41751976:+,0.352,0.368,0.473333333333333,higher,same,PRICKLE4
RI,6:43023934-43023819:-@6:43023745-43023635:-,0.03,0.03,0.058,same,same,KLC4
RI,6:43023934-43023819:-@6:43023745-43023635:-,0.03,0.03,0.058,same,same,MRPL2
RI,6:43109910-43110037:+@6:43111155-43111358:+,0.038,0.056,0.042,same,same,PTK7
RI,6:43163807-43164003:+@6:43164383-43164600:+,0.038,0.08,0.193333333333333,higher,same,CUL9
RI,6:43405672-43405751:+@6:43406362-43406533:+,0.018,0.022,0.038,same,same,ABCC10
RI,6:43410708-43410897:+@6:43411671-43411748:+,0.07,0.046,0.188,higher,same,ABCC10
RI,6:43470326-43470355:+@6:43471139-43471246:+,0.01,0.008,0.028,same,same,TJAP1
RI,6:43471361-43471444:+@6:43472499-43474291:+,0.056,0.06,0.052,same,same,TJAP1
RI,6:43481189-43481097:-@6:43480836-43480807:-,0.562,0.574,0.602,same,same,POLR1C
RI,6:43481189-43481097:-@6:43480836-43480807:-,0.562,0.574,0.602,same,same,YIPF3
RI,6:43481189-43481097:-@6:43480938-43480807:-,0.018,0.028,0.056,same,same,POLR1C
RI,6:43481189-43481097:-@6:43480938-43480807:-,0.018,0.028,0.056,same,same,YIPF3
RI,6:43487444-43487576:+@6:43487804-43487923:+,0.116,0.138,0.156,same,same,POLR1C
RI,6:43487444-43487576:+@6:43487804-43487923:+,0.116,0.138,0.156,same,same,RP3-337H4.9
RI,6:43487444-43487923:+@6:43488013-43488165:+,0.078,0.1,0.152,same,same,POLR1C
RI,6:43487444-43487923:+@6:43488013-43488165:+,0.078,0.1,0.152,same,same,RP3-337H4.9
RI,6:43589527-43589498:-@6:43589253-43588227:-,0.944,0.938,0.952,same,same,GTPBP2
RI,6:43589904-43589740:-@6:43589527-43588227:-,0.066,0.11,0.106,same,same,GTPBP2
RI,6:43593297-43593100:-@6:43592799-43592625:-,0.134,0.256,0.672,higher,higher,GTPBP2
RI,6:43643354-43643231:-@6:43643008-43642939:-,0.038,0.084,0.174,higher,same,MRPS18A
RI,6:44197644-44197783:+@6:44198084-44198218:+,0.06,0.074,0.062,same,same,SLC29A1
RI,6:46982580-46982417:-@6:46979931-46979743:-,0.022,0.03,0.036,same,same,GPR110
RI,6:52317486-52317635:+@6:52318893-52319085:+,0.084,0.086,0.054,same,same,EFHC1
RI,6:52957532-52957622:+@6:52958264-52958359:+,0.048,0.11,0.088,same,same,FBXO9
RI,6:53156761-53156614:-@6:53156583-53156574:-,0.99,0.99,0.99,same,same,ELOVL5
RI,6:71234634-71234894:+@6:71235567-71236401:+,0.666,0.822,0.75,same,higher,FAM135A
RI,6:7181357-7181479:+@6:7182103-7182315:+,0.302,0.244,0.232,same,same,RREB1
RI,6:7181357-7181522:+@6:7182103-7182315:+,0.484,0.392,0.306,lower,same,RREB1
RI,6:7402836-7402948:+@6:7403050-7403130:+,0.036,0.034,0.028,same,same,RIOK1
RI,6:74189455-74189567:+@6:74189659-74189849:+,0.048,0.076,0.064,same,same,MTO1
RI,6:74189659-74189849:+@6:74190016-74190090:+,0.162,0.068,0.076,same,same,MTO1
RI,6:74228333-74228077:-@6:74227987-74227753:-,0.012,0.018,0.018,same,same,EEF1A1
RI,6:74229239-74229060:-@6:74228951-74228655:-,0.024,0.022,0.022,same,same,EEF1A1
RI,6:79668317-79668192:-@6:79665399-79665330:-,0.028,0.032,0.014,same,same,PHIP
RI,6:82901596-82901504:-@6:82900933-82900790:-,0.01,0.012,0.016,same,same,IBTK
RI,6:86387750-86387672:-@6:86387593-86387513:-,0.058,0.066,0.132,same,same,SNHG5
RI,6:91261898-91261768:-@6:91260268-91260187:-,0.018,0.018,0.012,same,same,MAP3K7
RI,6:97715878-97715748:-@6:97711324-97711211:-,0.01,0.01,0.01,same,same,MMS22L
RI,6:97720757-97720580:-@6:97717868-97717778:-,0.012,0.022,0.02,same,same,MMS22L
RI,6:99852578-99852479:-@6:99851758-99851705:-,0.092,0.082,0.066,same,same,PNISR
RI,6:99864304-99864225:-@6:99862566-99862448:-,0.01,0.01,0.002,same,same,PNISR
RI,7:100033687-100033471:-@7:100033390-100033254:-,0.234,0.426,0.494,higher,higher,PPP1R35
RI,7:100033687-100033471:-@7:100033390-100033254:-,0.234,0.426,0.494,higher,higher,RP11-758P17.2
RI,7:100174628-100174525:-@7:100174400-100174317:-,0.098,0.148,0.29,higher,same,LRCH4
RI,7:100175012-100174896:-@7:100174777-100174709:-,0.096,0.09,0.376,higher,same,LRCH4
RI,7:100210353-100210619:+@7:100210817-100210892:+,0.048,0.042,0.062,same,same,MOSPD3
RI,7:100225284-100225200:-@7:100225114-100224887:-,0.4225,0.73,0.71,higher,higher,TFR2
RI,7:100225929-100225847:-@7:100225759-100225696:-,0.313333333333333,0.463333333333333,0.57,higher,higher,TFR2
RI,7:100274316-100274422:+@7:100274975-100275038:+,0.02,0.02,0.02,same,same,GNB2
RI,7:100275121-100275283:+@7:100275375-100275441:+,0.03,0.032,0.036,same,same,GNB2
RI,7:100281960-100281860:-@7:100281780-100281643:-,0.054,0.094,0.262,higher,same,GIGYF1
RI,7:100284056-100283803:-@7:100283702-100283597:-,0.068,0.064,0.264,higher,same,GIGYF1
RI,7:100467992-100468085:+@7:100468196-100468365:+,0.062,0.058,0.048,same,same,TRIP6
RI,7:100771674-100771764:+@7:100771810-100771945:+,0.74,0.918,0.876,higher,higher,SERPINE1
RI,7:100855655-100855534:-@7:100855231-100855127:-,0.024,0.024,0.048,same,same,PLOD3
RI,7:100856485-100856388:-@7:100856224-100856123:-,0.012,0.012,0.012,same,same,PLOD3
RI,7:100962313-100962237:-@7:100961494-100961405:-,0.02,0.026,0.026,same,same,RABL5
RI,7:102105979-102106074:+@7:102106264-102106498:+,0.018,0.03,0.034,same,same,LRWD1
RI,7:102105979-102106074:+@7:102106264-102106498:+,0.018,0.03,0.034,same,same,MIR5090
RI,7:102208631-102208457:-@7:102207530-102207444:-,0.012,0.03,0.036,same,same,POLR2J3
RI,7:102208631-102208457:-@7:102207530-102207444:-,0.012,0.03,0.036,same,same,RP11-514P8.7
RI,7:102724129-102724277:+@7:102724477-102724509:+,0.064,0.06,0.058,same,same,ARMC10
RI,7:102744001-102743871:-@7:102743569-102740223:-,0.708,0.672,0.83,higher,same,NAPEPLD
RI,7:102963241-102963150:-@7:102963079-102962958:-,0.042,0.03,0.05,same,same,DNAJC2
RI,7:102963241-102963150:-@7:102963079-102962958:-,0.042,0.03,0.05,same,same,PMPCB
RI,7:106899065-106898925:-@7:106898828-106898718:-,0.168,0.184,0.236,same,same,COG5
RI,7:112425008-112424910:-@7:112423811-112423753:-,0.972,0.952,0.94,same,same,TMEM168
RI,7:124464128-124463851:-@7:124462605-124462440:-,0.378,0.368,0.304,same,same,POT1
RI,7:127229539-127229648:+@7:127230120-127230191:+,0.03,0.03,0.026,same,same,ARF5
RI,7:127229539-127229648:+@7:127230120-127230191:+,0.03,0.03,0.026,same,same,GCC1
RI,7:128049538-128049495:-@7:128049406-128049343:-,0.878,0.868,0.788,same,same,IMPDH1
RI,7:128116783-128116929:+@7:128117136-128117227:+,0.176,0.17,0.372,higher,same,METTL2B
RI,7:128116783-128116929:+@7:128117136-128117227:+,0.176,0.17,0.372,higher,same,RP11-212P7.3
RI,7:128587077-128587110:+@7:128587284-128587589:+,0.2425,0.285,0.38,higher,same,IRF5
RI,7:128587077-128587110:+@7:128587332-128587589:+,0.3125,0.3425,0.22,same,same,IRF5
RI,7:130007213-130007412:+@7:130007747-130007831:+,0.3,0.17,0.2,same,lower,CPA5
RI,7:131194344-131194124:-@7:131193787-131193710:-,0.058,0.044,0.03,same,same,PODXL
RI,7:134132813-134132213:-@7:134132133-134132050:-,0.594,0.612,0.512,same,same,AKR1B1
RI,7:134132813-134132732:-@7:134132133-134132050:-,0.01,0.01,0.01,same,same,AKR1B1
RI,7:140155700-140155590:-@7:140155033-140154895:-,0.01,0.01,0.012,same,same,MKRN1
RI,7:142560514-142560591:+@7:142560885-142561085:+,0.062,0.062,0.112,same,same,EPHB6
RI,7:142560514-142560591:+@7:142560889-142561085:+,0.116,0.124,0.156,same,same,EPHB6
RI,7:142561724-142562020:+@7:142562289-142562504:+,0.96,0.968,0.922,same,same,EPHB6
RI,7:142563715-142564071:+@7:142564236-142564360:+,0.08,0.064,0.07,same,same,EPHB6
RI,7:142571895-142571829:-@7:142571469-142571201:-,0.094,0.072,0.084,same,same,TRPV6
RI,7:142572733-142572657:-@7:142572409-142572244:-,0.064,0.044,0.054,same,same,TRPV6
RI,7:142575526-142575404:-@7:142575032-142574895:-,0.09,0.098,0.132,same,same,RP11-114L10.2
RI,7:142575526-142575404:-@7:142575032-142574895:-,0.09,0.098,0.132,same,same,TRPV6
RI,7:142961641-142961769:+@7:142962085-142962185:+,0.044,0.048,0.086,same,same,AC073342.12
RI,7:142961641-142961769:+@7:142962085-142962185:+,0.044,0.048,0.086,same,same,GSTK1
RI,7:142962085-142962185:+@7:142962354-142962389:+,0.09,0.092,0.066,same,same,AC073342.12
RI,7:142962085-142962185:+@7:142962354-142962389:+,0.09,0.092,0.066,same,same,GSTK1
RI,7:142997297-142997387:+@7:143000877-143001026:+,0.014,0.01,0.008,same,same,CASP2
RI,7:143079341-143079540:+@7:143079686-143079778:+,0.066,0.078,0.1,same,same,ZYX
RI,7:143096038-143095694:-@7:143095541-143095414:-,0.022,0.03,0.122,same,same,EPHA1
RI,7:143936133-143936188:+@7:143936368-143936481:+,0.058,0.124,0.086,same,same,ARHGEF35
RI,7:143936133-143936188:+@7:143936368-143936481:+,0.058,0.124,0.086,same,same,RP4-545C24.1
RI,7:1477244-1477070:-@7:1476492-1476378:-,0.37,0.538,0.61,higher,higher,MICALL2
RI,7:1477244-1477171:-@7:1476492-1476378:-,0.11,0.204,0.47,higher,same,MICALL2
RI,7:1477989-1477925:-@7:1477856-1477733:-,0.116,0.164,0.534,higher,same,MICALL2
RI,7:1482120-1481828:-@7:1480320-1480227:-,0.02,0.012,0.02,same,same,MICALL2
RI,7:150731360-150731515:+@7:150731592-150731686:+,0.086,0.09,0.098,same,same,ABCB8
RI,7:150774114-150774000:-@7:150773919-150773713:-,0.14,0.174,0.532,higher,same,FASTK
RI,7:150774323-150774188:-@7:150774114-150774000:-,0.146,0.208,0.49,higher,same,FASTK
RI,7:150774488-150774397:-@7:150774323-150774188:-,0.192,0.234,0.486,higher,same,FASTK
RI,7:150774867-150774397:-@7:150774323-150774000:-,0.262,0.3,0.562,higher,same,FASTK
RI,7:150774867-150774708:-@7:150774488-150774397:-,0.052,0.1,0.17,higher,same,FASTK
RI,7:150775179-150774966:-@7:150774867-150774000:-,0.134,0.196,0.378,higher,same,FASTK
RI,7:150775179-150774966:-@7:150774867-150774708:-,0.094,0.138,0.274,higher,same,FASTK
RI,7:150938739-150938578:-@7:150937608-150937511:-,0.154,0.112,0.298,higher,same,RP4-548D19.3
RI,7:150938739-150938578:-@7:150937608-150937511:-,0.154,0.112,0.298,higher,same,SMARCD3
RI,7:150939689-150939551:-@7:150939318-150939223:-,0.08,0.142,0.33,higher,same,SMARCD3
RI,7:150939689-150939567:-@7:150939318-150939223:-,0.026,0.056,0.185,higher,same,SMARCD3
RI,7:151835989-151835881:-@7:151834009-151832010:-,0.044,0.04,0.038,same,same,KMT2C
RI,7:155530754-155531097:+@7:155532409-155532720:+,0.006,0.01,0.014,same,same,RBM33
RI,7:158448147-158448031:-@7:158447950-158447810:-,0.026,0.026,0.084,same,same,NCAPG2
RI,7:1589581-1589490:-@7:1588324-1588155:-,0.112,0.094,0.068,same,same,TMEM184A
RI,7:21934241-21934423:+@7:21934502-21934617:+,0.856,0.866,0.846,same,same,DNAH11
RI,7:23562051-23561740:-@7:23561459-23561326:-,0.218,0.158,0.08,lower,same,TRA2A
RI,7:23562051-23561751:-@7:23561459-23561326:-,0.226,0.178,0.088,lower,same,TRA2A
RI,7:23562051-23561973:-@7:23561459-23561326:-,0.196,0.194,0.224,same,same,TRA2A
RI,7:2405952-2406083:+@7:2406160-2406226:+,0.024,0.032,0.044,same,same,EIF3B
RI,7:2418324-2418401:+@7:2418769-2418877:+,0.01,0.01,0.01,same,same,EIF3B
RI,7:2419029-2419146:+@7:2419839-2420375:+,0.034,0.042,0.088,same,same,EIF3B
RI,7:2419029-2419146:+@7:2419914-2420375:+,0.068,0.062,0.096,same,same,EIF3B
RI,7:2564853-2564952:+@7:2565048-2565201:+,0.088,0.1,0.208,higher,same,LFNG
RI,7:2578985-2578813:-@7:2578398-2577515:-,0.038,0.052,0.056,same,same,BRAT1
RI,7:2580686-2580613:-@7:2579522-2579420:-,0.078,0.096,0.112,same,same,BRAT1
RI,7:2583596-2582838:-@7:2581845-2581754:-,0.026,0.026,0.042,same,same,BRAT1
RI,7:2583596-2583224:-@7:2582957-2582838:-,0.032,0.03,0.03,same,same,BRAT1
RI,7:2611160-2611179:+@7:2611239-2611288:+,0.46,0.558,0.482,same,same,IQCE
RI,7:35734745-35734411:-@7:35734237-35733794:-,0.498,0.624,0.746,higher,higher,HERPUD2
RI,7:35937858-35937993:+@7:35942686-35942825:+,0,0,0,same,same,SEPT7
RI,7:36193742-36193770:+@7:36193830-36194811:+,0.74,0.66,0.708,same,same,EEPD1
RI,7:38254629-38254706:+@7:38256789-38256906:+,0.014,0.02,0.01,same,same,STARD3NL
RI,7:44097381-44097458:+@7:44097728-44097879:+,0.016,0.018,0.016,same,same,DBNL
RI,7:44098031-44098079:+@7:44098501-44098582:+,0.01,0.01,0.012,same,same,DBNL
RI,7:44114129-44113730:-@7:44113624-44113382:-,0.152,0.178,0.4,higher,same,POLM
RI,7:44114129-44113997:-@7:44113624-44113382:-,0.288,0.312,0.256,same,same,POLM
RI,7:44114129-44113997:-@7:44113819-44113730:-,0.678,0.652,0.678,same,same,POLM
RI,7:44114129-44113997:-@7:44113832-44113730:-,0.368,0.604,0.678,higher,higher,POLM
RI,7:44613524-44613435:-@7:44613343-44613182:-,0.05,0.038,0.056,same,same,DDX56
RI,7:44801048-44801192:+@7:44801294-44801504:+,0.07,0.084,0.132,same,same,ZMIZ2
RI,7:44838991-44839079:+@7:44839301-44839473:+,0.01,0.018,0.016,same,same,PPIA
RI,7:45148886-45148822:-@7:45148682-45148426:-,0.992,0.992,0.994,same,same,TBRG4
RI,7:47319788-47319762:-@7:47317818-47314752:-,0.01,0.01,0.01,same,same,TNS3
RI,7:4829463-4829560:+@7:4829845-4830222:+,0.354,0.476,0.76,higher,higher,AP5Z1
RI,7:4829463-4829560:+@7:4830090-4830222:+,0.166,0.196,0.512,higher,same,AP5Z1
RI,7:5567522-5567364:-@7:5567242-5566782:-,1,1,1,same,same,ACTB
RI,7:5568350-5567912:-@7:5567816-5567635:-,0.02,0.02,0.022,same,same,AC006483.1
RI,7:5568350-5567912:-@7:5567816-5567635:-,0.02,0.02,0.022,same,same,ACTB
RI,7:5569031-5568792:-@7:5568350-5567912:-,0,0.004,0.008,same,same,ACTB
RI,7:5569294-5569166:-@7:5569031-5568792:-,0.02,0.02,0.02,same,same,ACTB
RI,7:6178723-6178825:+@7:6179759-6179826:+,0.008,0.018,0.018,same,same,USP42
RI,7:65554078-65554162:+@7:65554263-65554322:+,0.032,0.036,0.034,same,same,AC068533.7
RI,7:65554078-65554162:+@7:65554263-65554322:+,0.032,0.036,0.034,same,same,ASL
RI,7:6617065-6617129:+@7:6617221-6617351:+,0.38,0.338,0.572,higher,same,ZDHHC4
RI,7:6639460-6639523:+@7:6639758-6639987:+,0.99,0.99,0.984,same,same,C7orf26
RI,7:66773564-66773639:+@7:66773922-66774126:+,0.046,0.064,0.04,same,same,STAG3L4
RI,7:6732334-6732233:-@7:6732118-6728064:-,0.916,0.944,0.94,same,same,AC073343.13
RI,7:6732334-6732233:-@7:6732118-6728064:-,0.916,0.944,0.94,same,same,AC073343.2
RI,7:6732334-6732233:-@7:6732118-6728064:-,0.916,0.944,0.94,same,same,ZNF12
RI,7:72419641-72419592:-@7:72419519-72419431:-,0.956,0.966,0.976,same,same,NSUN5P2
RI,7:72419641-72419592:-@7:72419519-72419431:-,0.956,0.966,0.976,same,same,POM121
RI,7:72493053-72492956:-@7:72492889-72492810:-,0.956,0.924,0.83,lower,same,RP11-313P13.3
RI,7:72493053-72492956:-@7:72492889-72492810:-,0.956,0.924,0.83,lower,same,SPDYE8P
RI,7:72717737-72717597:-@7:72717526-72717227:-,0.204,0.164,0.246,same,same,NSUN5
RI,7:72722550-72722428:-@7:72721640-72721580:-,0.422,0.352,0.444,same,same,NSUN5
RI,7:72722550-72722428:-@7:72721754-72721580:-,0.018,0.014,0.018,same,same,NSUN5
RI,7:73106926-73106976:+@7:73107659-73107744:+,0.01,0.01,0.01,same,same,WBSCR22
RI,7:73152065-73151892:-@7:73151690-73151551:-,0.362,0.814,0.942,higher,higher,ABHD11
RI,7:73152065-73151892:-@7:73151721-73151551:-,0.08,0.4,0.81,higher,higher,ABHD11
RI,7:75042067-75042210:+@7:75044163-75044301:+,0.344,0.202,0.1,lower,lower,NSUN5P1
RI,7:75044870-75045048:+@7:75045259-75045469:+,0.236,0.222,0.21,same,same,NSUN5P1
RI,7:75044870-75045056:+@7:75045259-75045469:+,0.224,0.186,0.158,same,same,NSUN5P1
RI,7:75045259-75045308:+@7:75045381-75045469:+,0.962,0.966,0.98,same,same,NSUN5P1
RI,7:75130686-75130800:+@7:75130876-75131079:+,0.668,0.6725,0.63,same,same,AC018720.10
RI,7:75615477-75615559:+@7:75615655-75616173:+,0.052,0.064,0.066,same,same,POR
RI,7:75615477-75615559:+@7:75615655-75616173:+,0.052,0.064,0.066,same,same,TMEM120A
RI,7:75617659-75617570:-@7:75617466-75617401:-,0.296,0.288,0.44,higher,same,TMEM120A
RI,7:76139745-76140054:+@7:76140220-76140369:+,0.11,0.066,0.172,same,same,UPK3B
